"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"USA300HOU_1498",6659.41560546376,2.66649015391153,0.167938885781225,15.877741128908,9.03748582654754e-57,8.47817289252694e-56
"USA300HOU_1499",4711.68177895838,1.71054070838661,0.180979882552355,9.45155165459775,3.33844574066095e-21,1.21369240138121e-20
"USA300HOU_1500",392.081891969867,0.303674701247136,0.179942818318202,1.68761778928088,0.0914846221422402,0.115236263477761
"USA300HOU_1501",3313.10569603633,1.77195093654431,0.142600984891412,12.4259375760526,1.88997517159621e-35,1.10958498586272e-34
"USA300HOU_1502",106.770550714223,-0.47683476707153,0.289564837600696,-1.64672883290158,0.0996137950126267,0.124656628740148
"USA300HOU_1503",289.832294672352,-0.681322086428213,0.254947093114307,-2.67240578468858,0.00753095188742881,0.0108807452417725
"USA300HOU_1504",1101.91702352343,1.39761968049495,0.173864858070727,8.03854036982227,9.0914908576826e-16,2.7072663674986e-15
"USA300HOU_1505",999.9476665983,-2.7293728992172,0.185327431097206,-14.7273012044591,4.30559886504225e-49,3.44833485221145e-48
"USA300HOU_1506",72.1542815219565,-0.375176492880781,0.362238241315477,-1.0357175198243,0.300333946432907,0.346578915389028
"USA300HOU_1507",13206.8065446337,1.80424855972468,0.16281825814358,11.0813650772115,1.5449883003203e-28,7.23421223343693e-28
"USA300HOU_1508",4291.99295131406,1.15183667107303,0.132424716789648,8.69804896696653,3.3763884907789e-18,1.1033922436979e-17
"USA300HOU_1509",2109.64472101393,0.621504820989456,0.254770542475481,2.43946892348933,0.0147088677298227,0.0205684248606428
"USA300HOU_1510",657.538737475099,-1.46133334327155,0.275828550418824,-5.29797709864562,1.17092648002914e-07,2.42969508578359e-07
"USA300HOU_1511",2921.64778787145,1.59866204888395,0.175173307945398,9.1261737740447,7.09630441994432e-20,2.47908655712378e-19
"USA300HOU_1512",24605.5367665548,0.922171400004471,0.139939367728149,6.58979252926106,4.40441613798952e-11,1.09417115724314e-10
"USA300HOU_1513",2210.73719211144,1.41641609154746,0.157398417538423,8.99892205842348,2.27944664872226e-19,7.78085923476058e-19
"USA300HOU_1514",239.073661816204,0.158773050310243,0.216108113343052,0.7346926862399,0.462526675543223,0.514280592823235
"USA300HOU_1515",2299.88795406488,1.01545837772231,0.147585111524117,6.88049334540347,5.96456323327466e-12,1.52554081552678e-11
"USA300HOU_1516",1082.03752278847,1.13023801415795,0.145265750973764,7.78048512179637,7.22469634069733e-15,2.06871507813137e-14
"USA300HOU_1517",8598.54557070779,0.622023368191019,0.155408075164523,4.00251639132981,6.267232435998e-05,0.000109046592903908
"USA300HOU_1518",5756.47297756566,0.754967257936512,0.156367525598059,4.82815888432708,1.37801131681161e-06,2.68887590036767e-06
"USA300HOU_1519",6049.43218615613,0.814847628077867,0.149356295592654,5.45573003698642,4.8772045095378e-08,1.03771131634337e-07
"USA300HOU_1520",7436.0676763874,0.834728556220223,0.144242724526193,5.78697164076822,7.16666720851146e-09,1.59702393026879e-08
"USA300HOU_1521",5972.61900675329,0.36938730013629,0.142977650169166,2.58353175967883,0.00977944627013185,0.0139639458982245
"USA300HOU_1522",1601.49369089198,0.162568081147379,0.149013587444027,1.09096146154084,0.275289840694537,0.320434985936417
"USA300HOU_1523",5164.97957266761,-1.86159212284286,0.136605075692162,-13.627547244569,2.7465709876032e-42,1.87031724866482e-41
"USA300HOU_1524",800.840552524223,-1.90780772291847,0.163428857540926,-11.6736282173465,1.73847477424529e-31,8.91840883231378e-31
"USA300HOU_1525",6715.30809068785,-1.69498437739159,0.143571371602757,-11.8058660195947,3.64023596470647e-32,1.90756896353661e-31
"USA300HOU_1526",2848.72382777341,-1.30860167958256,0.148431612214777,-8.81619258900886,1.18417725392997e-18,3.93698583927399e-18
"USA300HOU_1527",2185.69842763384,-1.38666273279166,0.138693292387001,-9.99805188070962,1.55424450621712e-23,6.10547292852202e-23
"USA300HOU_1528",5606.86068991814,-2.27508221063051,0.135044382763182,-16.8469222049774,1.10518723965071e-63,1.19085034698107e-62
"USA300HOU_1529",2248.80005414027,-2.63634890931731,0.144971316166183,-18.1853140265017,6.74678941163638e-74,8.87335097618648e-73
"USA300HOU_1530",11888.9027870278,-0.646420892205886,0.161713153970665,-3.99733031193707,6.40608816979147e-05,0.000111246178378968
"USA300HOU_1531",2336.82252220373,0.392506873669835,0.138678427941445,2.83033835540425,0.00464988007791756,0.00691553672342174
"USA300HOU_1532",690.573885468555,-0.256811202313039,0.165109163844729,-1.55540247635526,0.119850244715189,0.147978926171584
"USA300HOU_1533",190.938747687857,-0.0585894256162695,0.22800889282412,-0.256961142570276,0.797208769804164,0.827111805639819
"USA300HOU_1534",1945.76304413548,0.507973801842248,0.146073463326705,3.47752281813243,0.0005060699741789,0.000814508542724648
"USA300HOU_1535",2927.59392035651,0.194943864356573,0.140813734087382,1.38440945139344,0.166233116563006,0.200450989545414
"USA300HOU_1536",29774.4425409804,3.07967058905983,0.144273622224183,21.346040541454,4.24410361879747e-101,8.63233183314849e-100
"USA300HOU_1537",21854.3870205598,3.09390553883174,0.140714034038488,21.9871852866183,3.81956847522355e-107,8.39991985165965e-106
"USA300HOU_1538",12473.2641010902,2.96869451331355,0.141889709521625,20.9225497981663,3.33782244911863e-97,6.3066039654826e-96
